[setup] Using binary: /root/tacet/target/release/benchmark
[setup] Output root:  /root/bench-results/ablation-v2

==========================================
=== Config: baseline
=== Env:    <library defaults>
=== Output: /root/bench-results/ablation-v2/baseline
==========================================
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 257.7s

Raw results already written to: /root/bench-results/ablation-v2/baseline/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/baseline/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/baseline/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 257.7s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 0.2σ | ar1-0.8 | 21.7% | [13.1%, 33.6%] | 1209 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1220 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1056 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1057 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1221 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1233 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1231 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1220 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1229 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1069 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1070 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1228 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1241 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1235 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1234 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1055 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1062 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1252 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1239 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1245 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1252 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1241 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1243 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1079 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1083 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1348 |
| shift | 20σ | ar1-0.3 | 25.0% | [15.8%, 37.2%] | 1341 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1342 |
| shift | 20σ | ar1-0.6 | 15.0% | [8.1%, 26.1%] | 1332 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1342 |
| shift | 20σ | ar1-0.8 | 8.3% | [3.6%, 18.1%] | 1334 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1129 |
| shift | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1121 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1211 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1210 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1223 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1221 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1201 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1205 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1049 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1225 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1233 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1214 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1201 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1199 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1059 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1049 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1218 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 1σ | ar1-0.6 | 93.3% | [84.1%, 97.4%] | 1235 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 1σ | ar1-0.8 | 80.0% | [68.2%, 88.2%] | 1218 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1229 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1089 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1086 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1246 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1250 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1245 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1243 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1245 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1238 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1091 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1096 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1265 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1259 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1250 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1253 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1228 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1072 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1082 |
| tail | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1264 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1252 |
| tail | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1264 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1256 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1237 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1245 |
| tail | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1094 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1086 |


[pi0_high] completed in 263s
[pi0_high] rows=5920 outcomes:    2080 fail     807 inconclusive    3033 pass 

==========================================
=== Config: pi0_extreme
=== Env:    TACET_ABLATION_PI0=0.85 
=== Output: /root/bench-results/ablation-v2/pi0_extreme
==========================================
[ablation] overrides: pi0=Some(0.85) alpha=None beta=None kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 260.0s

Raw results already written to: /root/bench-results/ablation-v2/pi0_extreme/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/pi0_extreme/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/pi0_extreme/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 260.0s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 1.7% ± 4.3% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 0% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1219 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 0σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1225 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1212 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1057 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1067 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1057 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1067 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1057 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1067 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1057 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1067 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1057 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1067 |
| shift | 0.2σ | ar1-0.3 | 78.3% | [66.4%, 86.9%] | 1209 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1218 |
| shift | 0.2σ | ar1-0.6 | 51.7% | [39.3%, 63.8%] | 1221 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1224 |
| shift | 0.2σ | ar1-0.8 | 30.0% | [19.9%, 42.5%] | 1219 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1209 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1060 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1060 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1220 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1233 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1233 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1234 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1227 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1212 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1066 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1064 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1245 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1232 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1236 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1241 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1232 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1232 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1066 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1060 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1244 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1242 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1243 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1251 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1231 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1234 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1078 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1077 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1341 |
| shift | 20σ | ar1-0.3 | 25.0% | [15.8%, 37.2%] | 1352 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1346 |
| shift | 20σ | ar1-0.6 | 16.7% | [9.3%, 28.0%] | 1338 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1342 |
| shift | 20σ | ar1-0.8 | 8.3% | [3.6%, 18.1%] | 1323 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1133 |
| shift | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1134 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1221 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1208 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1213 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1214 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1223 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1217 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1231 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1221 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 0.2σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1215 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1220 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1054 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1049 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1241 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1226 |
| tail | 1σ | ar1-0.6 | 98.3% | [91.1%, 99.7%] | 1235 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1221 |
| tail | 1σ | ar1-0.8 | 85.0% | [73.9%, 91.9%] | 1234 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1232 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1084 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1083 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1253 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1258 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1236 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1248 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1243 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1249 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1085 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1093 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1258 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1252 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1250 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1245 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1250 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1236 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1077 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1079 |
| tail | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1251 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1270 |
| tail | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1262 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1263 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1249 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1251 |
| tail | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1087 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1079 |


[pi0_extreme] completed in 260s
[pi0_extreme] rows=5920 outcomes:    2098 fail     792 inconclusive    3030 pass 

==========================================
=== Config: alpha_tight
=== Env:    TACET_ABLATION_ALPHA=0.01 TACET_ABLATION_BETA=0.99 
=== Output: /root/bench-results/ablation-v2/alpha_tight
==========================================
[ablation] overrides: pi0=None alpha=Some(0.01) beta=Some(0.99) kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 262.4s

Raw results already written to: /root/bench-results/ablation-v2/alpha_tight/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/alpha_tight/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/alpha_tight/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 262.4s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 0% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1222 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1224 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1215 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1065 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1058 |
| shift | 0.2σ | ar1-0.3 | 18.3% | [10.6%, 29.9%] | 1233 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1233 |
| shift | 0.2σ | ar1-0.6 | 3.3% | [0.9%, 11.4%] | 1233 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1067 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1059 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1242 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1243 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1250 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1254 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1235 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1229 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1063 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1052 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1247 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1250 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1233 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1236 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1241 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1074 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1065 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1259 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1250 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1268 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1259 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1240 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1239 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1077 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1081 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1354 |
| shift | 20σ | ar1-0.3 | 6.7% | [2.6%, 15.9%] | 1346 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1340 |
| shift | 20σ | ar1-0.6 | 1.7% | [0.3%, 8.9%] | 1327 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1339 |
| shift | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1341 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1127 |
| shift | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1131 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1224 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1212 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1221 |
