[setup] Using binary: /root/tacet/target/release/benchmark
[setup] Output root:  /root/bench-results/ablation-v3

==========================================
=== Config: baseline
=== Env:    <library defaults>
=== Output: /root/bench-results/ablation-v3/baseline
==========================================
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 120
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 5760
  Total tool runs: 5760
  Batched: 12 batches of 500 datasets (~160MB peak memory)

  Resuming: 5760 results loaded from checkpoint

Completed in 259.3s

Raw results already written to: /root/bench-results/ablation-v3/baseline/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v3/baseline/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v3/baseline/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 120
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 259.3s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1211 |
| shift | 0.2σ | ar1-0.6 | 58.3% | [45.7%, 69.9%] | 1210 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1224 |
| shift | 0.2σ | ar1-0.8 | 28.3% | [18.5%, 40.8%] | 1213 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1198 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1051 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1042 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1220 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1206 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1225 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1223 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1052 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1065 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1215 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1228 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1226 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1226 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1225 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1215 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1045 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1055 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1223 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1218 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1244 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1242 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1239 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1240 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1071 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1070 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1337 |
| shift | 20σ | ar1-0.3 | 41.7% | [30.1%, 54.3%] | 1343 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1334 |
| shift | 20σ | ar1-0.6 | 28.3% | [18.5%, 40.8%] | 1328 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1328 |
| shift | 20σ | ar1-0.8 | 16.7% | [9.3%, 28.0%] | 1327 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1111 |
| shift | 20σ | iid | 1.7% | [0.3%, 8.9%] | 1122 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1197 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1201 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1218 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1214 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1209 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1193 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1041 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1041 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1041 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1041 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1041 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1200 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 0.2σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1219 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1213 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1046 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1049 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1233 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 1σ | ar1-0.6 | 93.3% | [84.1%, 97.4%] | 1225 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1227 |
| tail | 1σ | ar1-0.8 | 80.0% | [68.2%, 88.2%] | 1230 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1235 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1065 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1059 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1249 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1248 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1243 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1242 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1249 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1239 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1075 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1081 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1249 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1256 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1255 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1251 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1253 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1257 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1079 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1071 |
| tail | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1239 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1236 |
| tail | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1261 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1264 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1240 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1254 |
| tail | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1073 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1080 |


[pi0_high] completed in 254s
[pi0_high] rows=11840 outcomes:    4199 fail    1573 inconclusive    6068 pass 

==========================================
=== Config: pi0_extreme
=== Env:    TACET_ABLATION_PI0=0.85 
=== Output: /root/bench-results/ablation-v3/pi0_extreme
==========================================
[ablation] overrides: pi0=Some(0.85) alpha=None beta=None kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 120
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 5760
  Total tool runs: 5760
  Batched: 12 batches of 500 datasets (~160MB peak memory)

  Resuming: 5760 results loaded from checkpoint

Completed in 256.0s

Raw results already written to: /root/bench-results/ablation-v3/pi0_extreme/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v3/pi0_extreme/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v3/pi0_extreme/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 120
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 256.0s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 1.7% ± 4.3% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 2% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1213 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1203 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1200 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1212 |
| shift | 0σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1216 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1052 |
| shift | 0.2σ | ar1-0.3 | 81.7% | [70.1%, 89.4%] | 1214 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1221 |
| shift | 0.2σ | ar1-0.6 | 61.7% | [49.0%, 72.9%] | 1210 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1213 |
| shift | 0.2σ | ar1-0.8 | 38.3% | [27.1%, 51.0%] | 1192 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1195 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1038 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1051 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1229 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1232 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1225 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1228 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1212 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1038 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1049 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1209 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1228 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1211 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1216 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1053 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1044 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1243 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1240 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1232 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1238 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1228 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1224 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1064 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1058 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1339 |
| shift | 20σ | ar1-0.3 | 41.7% | [30.1%, 54.3%] | 1341 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1321 |
| shift | 20σ | ar1-0.6 | 28.3% | [18.5%, 40.8%] | 1328 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1333 |
| shift | 20σ | ar1-0.8 | 16.7% | [9.3%, 28.0%] | 1339 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1120 |
| shift | 20σ | iid | 1.7% | [0.3%, 8.9%] | 1120 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1212 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1203 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1190 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 0σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1206 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1205 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1053 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1053 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1053 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1053 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1044 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1053 |
| tail | 0.2σ | ar1-0.3 | 1.7% | [0.3%, 8.9%] | 1216 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1211 |
| tail | 0.2σ | ar1-0.6 | 1.7% | [0.3%, 8.9%] | 1209 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 0.2σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1197 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1209 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1050 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1055 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1220 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1227 |
| tail | 1σ | ar1-0.6 | 95.0% | [86.3%, 98.3%] | 1217 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1225 |
| tail | 1σ | ar1-0.8 | 85.0% | [73.9%, 91.9%] | 1213 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1224 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1080 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1076 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1242 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1242 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1229 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1242 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1231 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1241 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1071 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1078 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1238 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1262 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1232 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1241 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1236 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1082 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1082 |
| tail | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1264 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1262 |
| tail | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1262 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1261 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1247 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1231 |
| tail | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1070 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1063 |


[pi0_extreme] completed in 256s
[pi0_extreme] rows=11840 outcomes:    4233 fail    1542 inconclusive    6065 pass 

==========================================
=== Config: alpha_tight
=== Env:    TACET_ABLATION_ALPHA=0.01 TACET_ABLATION_BETA=0.99 
=== Output: /root/bench-results/ablation-v3/alpha_tight
==========================================
[ablation] overrides: pi0=None alpha=Some(0.01) beta=Some(0.99) kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 120
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 5760
  Total tool runs: 5760
  Batched: 12 batches of 500 datasets (~160MB peak memory)

  Resuming: 5760 results loaded from checkpoint

Completed in 258.8s

Raw results already written to: /root/bench-results/ablation-v3/alpha_tight/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v3/alpha_tight/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v3/alpha_tight/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 120
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 258.8s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 0% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1219 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1220 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1209 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1214 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1208 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1051 |
| shift | 0.2σ | ar1-0.3 | 28.3% | [18.5%, 40.8%] | 1200 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1210 |
| shift | 0.2σ | ar1-0.6 | 5.0% | [1.7%, 13.7%] | 1214 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1197 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1201 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1211 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1047 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1036 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1223 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1222 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1219 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1218 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1217 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1053 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1052 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1228 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1231 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1223 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1208 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1210 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1046 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1048 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1248 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1244 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1225 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1229 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1223 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1054 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1065 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1338 |
| shift | 20σ | ar1-0.3 | 6.7% | [2.6%, 15.9%] | 1337 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1333 |
| shift | 20σ | ar1-0.6 | 3.3% | [0.9%, 11.4%] | 1331 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1318 |
| shift | 20σ | ar1-0.8 | 1.7% | [0.3%, 8.9%] | 1320 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1118 |
| shift | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1125 |
